# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	1446801	1447511	-	EEGGAC_01467	379.0	1.3e-133	0.831	1.0	0.980	UniRef:UniRef50_A0A447RQJ1
contig_1	cds	1447874	1448437	-	EEGGAC_01468	328.0	3.4e-114	0.957	0.869	1.0	UniRef:UniRef50_A0A1Z1SNU6
contig_1	cds	1449540	1450343	-	EEGGAC_01469	248.0	1.5e-80	0.970	0.985	0.517	UniRef:UniRef50_A0A7Y9HSF4
contig_1	cds	1450359	1451069	-	EEGGAC_01470	344.0	5.8e-119	0.987	0.907	0.734	UniRef:UniRef50_G8LPI9
contig_1	cds	1451200	1452219	-	EEGGAC_01471	451.0	1.6e-157	0.997	0.873	0.648	UniRef:UniRef50_A0A0C7KKJ2
contig_1	cds	1452222	1452794	-	EEGGAC_01472	280.0	3.8e-95	0.968	0.906	0.712	UniRef:UniRef50_F9D686
contig_1	cds	1452945	1453136	-	EEGGAC_01473	-	-	-	-	-	-
contig_1	cds	1453087	1453506	-	EEGGAC_01474	-	-	-	-	-	-
contig_1	cds	1453724	1454671	-	EEGGAC_01475	355.0	6.2e-121	0.987	0.966	0.572	UniRef:UniRef50_G5JNL3
contig_1	cds	1454745	1455434	-	EEGGAC_01476	256.0	2.2e-84	0.961	0.812	0.545	UniRef:UniRef50_F6G045
contig_1	cds	1455443	1455751	-	EEGGAC_01477	172.0	1.5e-55	1.0	0.953	0.755	UniRef:UniRef50_F6G046
contig_1	cds	1455891	1456790	+	EEGGAC_01478	525.0	1.6e-188	0.980	0.924	0.894	UniRef:UniRef50_A0A0X5HMT5
contig_1	cds	1457039	1457149	-	EEGGAC_01479	-	-	-	-	-	-
contig_1	cds	1457188	1458510	-	EEGGAC_01480	868.0	0.0	1.0	1.0	0.986	BlastRules:WP_001125439
contig_1	cds	1458510	1458794	-	EEGGAC_01481	99.8	4.9e-27	0.915	0.896	0.616	UniRef:UniRef50_P23873
contig_1	cds	1458987	1464407	-	EEGGAC_01482	2227.0	0.0	1.0	1.305	0.748	UniRef:UniRef50_Q8XAY4
contig_1	cds	1464929	1466521	-	EEGGAC_01483	824.0	1.6e-298	0.977	0.896	0.780	UniRef:UniRef50_P77432
contig_1	cds	1466600	1467553	-	EEGGAC_01484	446.0	1.1e-157	0.826	1.0	0.985	UniRef:UniRef50_A0A377BD15
contig_1	cds	1467802	1469337	+	EEGGAC_01485	600.0	3.8e-211	0.973	0.922	0.654	UniRef:UniRef50_P77257
contig_1	cds	1469331	1470359	+	EEGGAC_01486	605.0	2.1e-218	1.146	1.0	0.857	UniRef:UniRef50_P77672
contig_1	cds	1470359	1471351	+	EEGGAC_01487	514.0	1.0e-185	0.979	0.973	0.836	BlastRules:WP_001681907
contig_1	cds	1471363	1472385	+	EEGGAC_01488	544.0	1.3e-194	0.982	0.905	0.829	UniRef:UniRef50_P76142
contig_1	cds	1472412	1473287	+	EEGGAC_01489	421.0	2.5e-147	0.883	0.801	0.790	UniRef:UniRef50_A0A0J8YB47
contig_1	cds	1473311	1473601	+	EEGGAC_01490	164.0	2.7e-52	1.0	0.897	0.802	UniRef:UniRef50_A0A1J0X658
contig_1	cds	1473658	1474416	+	EEGGAC_01491	295.0	4.8e-99	1.016	0.880	0.574	UniRef:UniRef50_Q8ZDP7
contig_1	cds	1474420	1475214	-	EEGGAC_01492	417.0	4.5e-147	0.898	0.820	0.924	UniRef:UniRef50_A0A090NXD2
contig_1	cds	1475531	1476982	-	EEGGAC_01493	972.0	0.0	1.0	1.0	0.998	BlastRules:WP_000854633
contig_1	cds	1477209	1478627	-	EEGGAC_01494	758.0	2.3e-276	0.845	1.0	0.985	UniRef:UniRef50_P76147
contig_1	cds	1478766	1479125	-	EEGGAC_01495	132.0	2.8e-39	0.924	0.859	0.555	UniRef:UniRef50_W7E836
contig_1	cds	1479125	1480051	-	EEGGAC_01496	328.0	4.2e-110	0.961	0.834	0.561	UniRef:UniRef50_Q9KUR1
contig_1	cds	1480115	1481503	-	EEGGAC_01497	502.0	2.4e-173	0.974	0.841	0.553	UniRef:UniRef50_P76149
contig_1	cds	1481604	1482479	+	EEGGAC_01498	377.0	5.1e-130	0.969	0.881	0.649	UniRef:UniRef50_P77309
contig_1	cds	1482563	1483678	+	EEGGAC_01499	715.0	2.4e-261	1.027	1.0	0.934	UniRef:UniRef50_P76150
contig_1	cds	1483828	1485018	+	EEGGAC_01500	720.0	9.7e-265	1.0	1.0	0.997	BlastRules:WP_000210799
contig_1	cds	1485043	1485708	-	EEGGAC_01501	407.0	5.3e-147	1.0	1.0	1.0	BlastRules:WP_000885033
contig_1	cds	1485920	1486354	+	EEGGAC_01502	261.0	2.4e-89	1.0	0.873	0.882	UniRef:UniRef50_P27245
contig_1	cds	1486374	1486757	+	EEGGAC_01503	258.0	1.1e-88	1.0	0.864	1.0	UniRef:UniRef50_P0A2S4
contig_1	cds	1486789	1487007	+	EEGGAC_01504	122.0	7.3e-37	1.0	1.0	0.875	UniRef:UniRef50_A0A0F3U2W1
contig_1	cds	1487038	1487937	-	EEGGAC_01505	316.0	6.1e-106	1.057	0.963	0.563	UniRef:UniRef50_D2BZL8
contig_1	cds	1488132	1489319	+	EEGGAC_01506	428.0	1.2e-146	0.977	0.848	0.578	UniRef:UniRef50_P31126
contig_1	cds	1489446	1489541	+	EEGGAC_01507	66.6	7.8e-18	1.0	1.0	1.0	BlastRules:WP_000901367
contig_1	ncRNA	1489535	1489748	-	EEGGAC_01508	281.2	1.0e-46	-	-	-	RFAM:RF01407
contig_1	cds	1489760	1490650	-	EEGGAC_01509	610.0	1.6e-224	1.0	1.0	0.997	BlastRules:WP_000592814
contig_1	cds	1490905	1491297	-	EEGGAC_01510	260.0	1.4e-91	1.0	1.0	1.0	BlastRules:WP_000671737
contig_1	cds	1491662	1493707	-	EEGGAC_01511	1102.0	0.0	0.812	0.991	0.987	UniRef:UniRef50_A0A377DT69
contig_1	cds	1493844	1494590	+	EEGGAC_01512	293.0	5.1e-98	0.988	0.806	0.576	UniRef:UniRef50_P39884
contig_1	cds	1494679	1495365	+	EEGGAC_01513	442.0	1.2e-160	1.0	1.0	0.996	BlastRules:WP_000215549
contig_1	cds	1495542	1495745	+	EEGGAC_01514	99.0	2.2e-27	1.209	1.0	0.654	UniRef:UniRef50_C0Q4V9
contig_1	cds	1495781	1497241	-	EEGGAC_01515	776.0	4.3e-280	0.996	0.823	0.791	UniRef:UniRef50_P39160
contig_1	cds	1497331	1498614	-	EEGGAC_01516	681.0	3.6e-245	0.974	0.827	0.841	UniRef:UniRef50_A8AGU2
contig_1	cds	1499400	1499633	+	EEGGAC_01517	154.0	3.6e-51	1.0	1.0	1.0	BlastRules:WP_000836768
contig_1	cds	1499950	1500540	+	EEGGAC_01518	291.0	3.5e-99	0.995	0.882	0.754	UniRef:UniRef50_P0ADI0
contig_1	cds	1500638	1501213	-	EEGGAC_01519	344.0	6.2e-121	0.916	0.978	0.960	UniRef:UniRef50_A0A753PXI4
contig_1	ncRNA	1500672	1500870	-	EEGGAC_01520	221.0	1.3e-28	-	-	-	RFAM:RF02111
contig_1	cds	1501213	1504128	-	EEGGAC_01521	714.0	1.8e-242	1.0	1.0	0.998	UniRef:UniRef50_A0A6G4PI46
contig_1	cds	1504193	1504792	-	EEGGAC_01522	391.0	4.4e-139	1.0	1.0	0.950	UniRef:UniRef50_A0AAC9M8R6
contig_1	cds	1504859	1508257	-	EEGGAC_01523	2142.0	0.0	1.143	0.999	0.856	UniRef:UniRef50_E0IX35
contig_1	cds	1508318	1508866	-	EEGGAC_01524	322.0	1.1e-111	1.0	0.847	0.890	UniRef:UniRef50_A0A0H3JCT2
contig_1	cds	1508863	1509606	-	EEGGAC_01525	501.0	2.2e-180	1.142	1.0	0.837	UniRef:UniRef50_A0A377CYT1
contig_1	cds	1509612	1510310	-	EEGGAC_01526	432.0	1.1e-153	1.164	1.0	0.815	UniRef:UniRef50_UPI000EAE8524
contig_1	cds	1510320	1510649	-	EEGGAC_01527	168.0	1.1e-53	0.991	0.964	0.657	UniRef:UniRef50_Q8ZN08
contig_1	cds	1510649	1513714	-	EEGGAC_01528	1461.0	0.0	0.957	1.0	0.921	UniRef:UniRef50_UPI0032B38745
contig_1	cds	1513686	1514003	-	EEGGAC_01529	194.0	4.7e-64	0.924	0.829	1.0	UniRef:UniRef50_Q8ZN06
contig_1	cds	1514024	1514410	-	EEGGAC_01530	231.0	6.3e-78	1.0	0.901	0.922	UniRef:UniRef50_A0A632GFV8
contig_1	cds	1514471	1515214	-	EEGGAC_01531	462.0	1.9e-165	1.0	0.908	0.972	UniRef:UniRef50_A0AAD1TYJ8
contig_1	cds	1515226	1515627	-	EEGGAC_01532	269.0	7.6e-93	0.992	0.892	0.977	UniRef:UniRef50_A0A3P5DJ86
contig_1	cds	1515624	1516202	-	EEGGAC_01533	342.0	2.4e-119	1.260	1.0	0.781	UniRef:UniRef50_A0A3P5DL25
contig_1	cds	1516214	1516489	-	EEGGAC_01534	174.0	2.5e-56	1.198	1.0	0.835	UniRef:UniRef50_E3G2U4
contig_1	cds	1516482	1516805	-	EEGGAC_01535	206.0	1.6e-68	1.0	0.877	0.991	UniRef:UniRef50_A0A076LK71
contig_1	cds	1516892	1518919	-	EEGGAC_01536	970.0	0.0	0.982	0.892	0.741	UniRef:UniRef50_D1P066
contig_1	cds	1518864	1520372	-	EEGGAC_01537	769.0	6.3e-278	1.088	1.004	0.720	UniRef:UniRef50_A0AAD1TTV2
contig_1	cds	1520372	1520584	-	EEGGAC_01538	94.4	1.3e-25	1.0	0.972	0.686	UniRef:UniRef50_A0A9D7FRH6
contig_1	cds	1520581	1522683	-	EEGGAC_01539	676.0	1.1e-235	0.946	0.954	0.533	UniRef:UniRef50_A0A1I1E6Q8
contig_1	cds	1522683	1523177	-	EEGGAC_01540	288.0	3.9e-99	0.933	0.850	1.0	UniRef:UniRef50_Q1R298
contig_1	cds	1523552	1523719	+	EEGGAC_01541	-	-	-	-	-	-
contig_1	cds	1523740	1523946	-	EEGGAC_01542	115.0	7.1e-34	0.941	0.877	0.906	UniRef:UniRef50_E2QMB4
contig_1	cds	1524247	1524657	+	EEGGAC_01543	254.0	9.2e-87	1.051	1.0	0.909	UniRef:UniRef50_P77598
contig_1	cds	1524809	1524982	-	EEGGAC_01544	100.0	3.3e-28	1.0	0.864	0.930	UniRef:UniRef50_P0AC92
contig_1	sorf	1525389	1525454	-	EEGGAC_01545	45.4	9.7e-13	1.0	1.0	0.952	UniRef:UniRef50_P0DPO9
contig_1	ncRNA-region	1525629	1526014	-	-	112.0	4.7e-13	-	-	-	RFAM:RF01766
contig_1	cds	1525656	1525868	-	EEGGAC_01546	149.0	1.1e-49	1.0	1.0	1.0	BlastRules:WP_000066495
contig_1	cds	1526232	1526729	-	EEGGAC_01547	254.0	6.3e-86	0.921	0.817	0.901	UniRef:UniRef50_P76158
contig_1	cds	1526726	1527259	-	EEGGAC_01548	326.0	1.3e-113	1.220	1.0	0.750	UniRef:UniRef50_P68920
contig_1	cds	1527256	1527543	-	EEGGAC_01549	155.0	4.6e-49	0.937	0.802	0.933	UniRef:UniRef50_P76160
contig_1	cds	1527572	1527778	-	EEGGAC_01550	133.0	2.6e-43	1.0	0.958	0.941	BlastRules:WP_000839596
contig_1	cds	1527820	1527939	+	EEGGAC_01551	-	-	-	-	-	-
contig_1	ncRNA-region	1528499	1528917	-	-	158.1	6.5e-18	-	-	-	RFAM:RF01766
contig_1	cds	1528541	1528756	-	EEGGAC_01552	147.0	6.6e-49	1.0	1.0	1.0	BlastRules:WP_000066484
contig_1	cds	1529057	1529269	+	EEGGAC_01553	95.1	6.5e-26	0.886	0.861	0.742	UniRef:UniRef50_P0A976
contig_1	cds	1529691	1530443	-	EEGGAC_01554	395.0	5.8e-140	1.0	1.232	0.804	UniRef:UniRef50_A0A377KCX8
contig_1	cds	1530457	1531506	-	EEGGAC_01555	579.0	3.9e-208	1.083	0.997	0.762	UniRef:UniRef50_A0A212ISL3
contig_1	cds	1531853	1532104	-	EEGGAC_01556	131.0	6.3e-40	0.807	0.838	0.970	UniRef:UniRef50_A0AAE9PZX9
contig_1	cds	1532321	1532533	-	EEGGAC_01557	80.5	4.0e-20	1.014	0.986	0.662	UniRef:UniRef50_A0A329VQN4
contig_1	ncRNA	1532471	1532645	-	EEGGAC_01558	115.9	4.7e-19	-	-	-	RFAM:RF01794
contig_1	cds	1533151	1534938	+	EEGGAC_01559	1166.0	0.0	0.975	0.940	0.993	UniRef:UniRef50_A0A136X5R5
contig_1	cds	1535157	1535558	-	EEGGAC_01560	241.0	1.9e-81	1.0	0.853	0.932	UniRef:UniRef50_W1WVB3
contig_1	cds	1535599	1536564	-	EEGGAC_01561	562.0	1.8e-202	1.075	1.0	0.809	UniRef:UniRef50_A0A9J9GHQ9
contig_1	cds	1536545	1537066	-	EEGGAC_01562	279.0	2.1e-95	0.919	0.859	0.881	UniRef:UniRef50_A0A9Q7EFV5
contig_1	cds	1537050	1537277	-	EEGGAC_01563	-	-	-	-	-	-
contig_1	cds	1537304	1537762	+	EEGGAC_01564	159.0	6.8e-49	0.829	0.824	0.651	UniRef:UniRef50_P06966
contig_1	cds	1537955	1538110	+	EEGGAC_01565	59.7	2.0e-12	0.902	0.868	0.630	UniRef:UniRef50_A0A2V4G7A9
contig_1	cds	1538112	1538687	+	EEGGAC_01566	382.0	8.9e-136	1.0	0.932	0.990	UniRef:UniRef50_A0A0H3EH55
contig_1	ncRNA	1538948	1538999	+	EEGGAC_01567	72.6	3.8e-13	-	-	-	RFAM:RF00039
contig_1	cds	1539174	1539308	+	EEGGAC_01568	76.3	3.5e-19	0.955	0.894	0.833	UniRef:UniRef50_A0A7Z1D1Z8
contig_1	cds	1539346	1540326	-	EEGGAC_01569	645.0	1.5e-237	1.0	1.0	0.994	IS:IS5
contig_1	cds	1540558	1540749	+	EEGGAC_01570	123.0	1.6e-39	1.0	1.0	0.968	BlastRules:WP_001083297
contig_1	cds	1540843	1543314	+	EEGGAC_01571	1543.0	0.0	0.977	0.840	0.983	UniRef:UniRef50_A0A0J2EPG5
contig_1	cds	1543402	1543638	+	EEGGAC_01572	145.0	9.5e-46	0.923	0.847	0.944	UniRef:UniRef50_A0A2I5T8K6
contig_1	cds	1543673	1544953	+	EEGGAC_01573	819.0	1.7e-300	0.960	0.919	0.990	UniRef:UniRef50_P76168
contig_1	cds	1544973	1545083	-	EEGGAC_01574	-	-	-	-	-	-
contig_1	cds	1545141	1546160	-	EEGGAC_01575	433.0	2.2e-151	0.891	0.910	0.695	UniRef:UniRef50_A0A377YXR8
contig_1	cds	1546172	1547386	-	EEGGAC_01576	857.0	1.3e-318	1.0	1.0	1.0	BlastRules:WP_001295394
contig_1	cds	1547592	1547918	-	EEGGAC_01577	172.0	8.7e-56	0.843	0.978	0.868	UniRef:UniRef50_A0A3A3FKG6
contig_1	cds	1548053	1548394	+	EEGGAC_01578	109.0	5.3e-30	1.088	0.891	0.512	UniRef:UniRef50_A6T8U4
contig_1	cds	1548429	1548989	+	EEGGAC_01579	318.0	7.7e-111	1.005	1.0	0.845	UniRef:UniRef50_P0DKR8
contig_1	cds	1548992	1549738	-	EEGGAC_01580	337.0	7.3e-116	0.972	0.867	0.664	UniRef:UniRef50_A0A7L6CJF5
contig_1	cds	1549810	1550115	+	EEGGAC_01581	139.0	4.1e-42	1.0	0.828	0.723	UniRef:UniRef50_A0A0H2V8R2
contig_1	cds	1550314	1552740	+	EEGGAC_01582	1412.0	0.0	1.118	1.0	0.770	UniRef:UniRef50_A0A485TDZ6
contig_1	cds	1552828	1555224	+	EEGGAC_01583	1155.0	0.0	0.951	0.999	0.722	UniRef:UniRef50_A0A486MVR8
contig_1	cds	1555235	1555852	+	EEGGAC_01584	429.0	1.0e-153	0.946	0.874	0.985	UniRef:UniRef50_P45003
contig_1	cds	1555854	1556708	+	EEGGAC_01585	397.0	2.2e-138	0.880	0.814	0.764	UniRef:UniRef50_P76173
contig_1	cds	1556751	1557365	+	EEGGAC_01586	224.0	7.4e-73	0.975	0.930	0.543	UniRef:UniRef50_A0A2P8VGQ4
contig_1	cds	1557559	1558815	+	EEGGAC_01587	565.0	1.6e-200	0.998	0.968	0.717	UniRef:UniRef50_A0A376P607
contig_1	cds	1558768	1559463	-	EEGGAC_01588	411.0	4.2e-146	0.991	0.991	0.891	UniRef:UniRef50_A0A0J1CFJ2
contig_1	cds	1559588	1560808	-	EEGGAC_01589	782.0	4.3e-289	1.0	1.0	0.993	BlastRules:WP_000225262
contig_1	cds	1560943	1561836	-	EEGGAC_01590	503.0	8.7e-181	0.872	1.0	0.981	UniRef:UniRef50_A0A631TGJ1
contig_1	cds	1561943	1563196	+	EEGGAC_01591	558.0	1.6e-197	0.930	0.847	0.724	UniRef:UniRef50_P43531
contig_1	cds	1563620	1563928	+	EEGGAC_01592	-	-	1.0	1.0	0.971	NCBIProtein:BAA15331.2
contig_1	sorf	1564021	1564104	+	EEGGAC_01593	52.4	2.4e-15	1.0	1.0	0.926	UniRef:UniRef50_A5A617
contig_1	cds	1564204	1565025	+	EEGGAC_01594	298.0	1.7e-99	0.963	0.851	0.570	UniRef:UniRef50_A0A6L2ZNW4
contig_1	cds	1565064	1565393	-	EEGGAC_01595	206.0	4.6e-71	1.0	1.0	1.0	BlastRules:WP_000046661
contig_1	cds	1565380	1565745	-	EEGGAC_01596	221.0	2.8e-74	1.0	0.871	1.0	UniRef:UniRef50_P69212
contig_1	cds	1566157	1567191	+	EEGGAC_01597	612.0	1.1e-223	1.0	1.0	0.997	BlastRules:WP_001118241
contig_1	cds	1567216	1568604	-	EEGGAC_01598	590.0	1.5e-208	1.106	0.994	0.638	UniRef:UniRef50_Q5DZZ1
contig_1	cds	1568615	1570147	-	EEGGAC_01599	788.0	5.3e-285	1.078	1.0	0.760	UniRef:UniRef50_A0A918K2X3
contig_1	cds	1570671	1571615	+	EEGGAC_01600	410.0	1.1e-142	1.022	1.0	0.679	UniRef:UniRef50_A0A389MD34
contig_1	cds	1571801	1573183	+	EEGGAC_01601	716.0	2.1e-258	1.0	0.927	0.811	UniRef:UniRef50_P0AAE5
contig_1	cds	1573220	1573942	+	EEGGAC_01602	445.0	6.1e-158	1.300	1.0	0.756	UniRef:UniRef50_A6T8N3
contig_1	cds	1573939	1574274	-	EEGGAC_01603	155.0	6.1e-49	0.856	0.960	0.832	UniRef:UniRef50_A0A8S0FUP3
contig_1	cds	1574403	1575122	+	EEGGAC_01604	353.0	2.4e-122	1.0	0.848	0.749	UniRef:UniRef50_P52108
contig_1	cds	1575126	1576427	+	EEGGAC_01605	595.0	8.5e-212	0.889	0.833	0.771	UniRef:UniRef50_A0A3N0G4L4
contig_1	cds	1576503	1577432	+	EEGGAC_01606	449.0	1.4e-158	1.0	0.994	0.728	UniRef:UniRef50_A0A2P5GTY5
contig_1	cds	1577429	1578832	-	EEGGAC_01607	555.0	2.7e-195	0.976	0.968	0.625	UniRef:UniRef50_Q9KCX4
contig_1	cds	1579053	1580381	+	EEGGAC_01608	896.0	0.0	1.0	1.0	1.0	IS:IS4
contig_1	cds	1580414	1582060	-	EEGGAC_01609	1106.0	0.0	1.0	1.0	1.0	BlastRules:WP_000066639
contig_1	cds	1582259	1583434	+	EEGGAC_01610	619.0	4.5e-224	0.813	0.997	0.991	UniRef:UniRef50_G5LP50
contig_1	cds	1583535	1585043	+	EEGGAC_01611	659.0	1.3e-233	1.002	0.840	0.654	UniRef:UniRef50_P77804
contig_1	cds	1585088	1586353	-	EEGGAC_01612	836.0	4.0e-307	1.0	0.907	0.988	UniRef:UniRef50_Q47706
contig_1	cds	1586392	1587765	-	EEGGAC_01613	504.0	4.3e-175	0.967	0.934	0.584	UniRef:UniRef50_P0CE45
contig_1	cds	1587762	1589573	-	EEGGAC_01614	1254.0	0.0	1.0	0.956	0.995	UniRef:UniRef50_P05804
contig_1	cds	1589964	1590542	-	EEGGAC_01615	370.0	4.1e-133	1.0	0.980	1.0	BlastRules:WP_000969092
contig_1	cds	1590775	1591542	-	EEGGAC_01616	421.0	1.4e-149	0.859	0.973	0.995	UniRef:UniRef50_A0A658YYX2
contig_1	cds	1591654	1592682	-	EEGGAC_01617	654.0	1.2e-240	1.0	1.0	0.997	BlastRules:WP_000179510
contig_1	cds	1592857	1594449	+	EEGGAC_01618	1027.0	0.0	1.0	1.0	0.996	BlastRules:WP_000125583
contig_1	cds	1594459	1595631	+	EEGGAC_01619	796.0	5.7e-295	1.0	1.0	0.982	BlastRules:WP_000459379
contig_1	cds	1595735	1596736	+	EEGGAC_01620	585.0	5.0e-211	0.997	0.902	0.889	UniRef:UniRef50_B7LQP7
contig_1	cds	1596772	1597812	-	EEGGAC_01621	691.0	3.7e-252	0.997	0.880	0.991	UniRef:UniRef50_P77376
contig_1	cds	1598453	1598668	+	EEGGAC_01622	144.0	1.5e-45	0.986	0.933	1.0	UniRef:UniRef50_A0A2B7MLN2
contig_1	cds	1598754	1599194	+	EEGGAC_01623	236.0	3.6e-79	1.0	0.912	0.829	UniRef:UniRef50_A0A090V4A7
contig_1	cds	1599271	1599852	+	EEGGAC_01624	278.0	2.0e-94	1.0	0.889	0.756	UniRef:UniRef50_Q482U3
contig_1	cds	1599852	1600430	+	EEGGAC_01625	223.0	1.0e-72	0.984	0.969	0.635	UniRef:UniRef50_A0A3N0UX17
contig_1	cds	1600423	1602645	+	EEGGAC_01626	-	-	-	-	-	-
contig_1	cds	1602646	1603704	+	EEGGAC_01627	526.0	1.3e-188	0.830	1.0	0.880	UniRef:UniRef50_A0A6N3QZ10
contig_1	cds	1603708	1604328	+	EEGGAC_01628	306.0	8.4e-105	1.0	0.892	0.733	UniRef:UniRef50_P77285
contig_1	cds	1604332	1605027	+	EEGGAC_01629	437.0	2.1e-158	1.0	1.0	1.0	BlastRules:WP_001289652
contig_1	cds	1605027	1605662	+	EEGGAC_01630	248.0	1.9e-81	0.962	0.802	0.601	UniRef:UniRef50_P44319
contig_1	cds	1605790	1605990	+	EEGGAC_01631	-	-	-	-	-	-
contig_1	cds	1606273	1607775	+	EEGGAC_01632	877.0	0.0	0.994	0.887	0.907	UniRef:UniRef50_Q0WEG0
contig_1	cds	1607881	1608486	+	EEGGAC_01633	338.0	1.5e-117	0.995	0.803	0.825	UniRef:UniRef50_P0A9D2
contig_1	cds	1608530	1609390	-	EEGGAC_01634	501.0	5.2e-179	0.965	0.800	0.902	UniRef:UniRef50_P77150
contig_1	cds	1609452	1610726	-	EEGGAC_01635	847.0	3.9e-311	1.0	0.891	0.993	UniRef:UniRef50_P0AGJ9
contig_1	cds	1610855	1611511	-	EEGGAC_01636	366.0	4.3e-128	0.959	0.843	0.804	UniRef:UniRef50_Q8ED71
contig_1	cds	1611570	1611893	-	EEGGAC_01637	163.0	5.9e-52	1.0	1.0	0.710	UniRef:UniRef50_A7MMK4
contig_1	cds	1611997	1613106	-	EEGGAC_01638	398.0	1.8e-136	0.989	0.984	0.559	UniRef:UniRef50_B8F4V0
contig_1	cds	1613380	1613847	+	EEGGAC_01639	214.0	8.3e-73	1.0	1.0	0.955	BlastRules:WP_000597179
contig_1	cds	1613894	1614328	-	EEGGAC_01640	206.0	1.4e-67	0.972	0.986	0.786	UniRef:UniRef50_A0A1Z1SV01
contig_1	cds	1614529	1614765	+	EEGGAC_01641	160.0	1.3e-51	1.0	0.839	1.0	UniRef:UniRef50_P64471
contig_1	cds	1614768	1615625	+	EEGGAC_01642	439.0	1.3e-154	0.996	0.861	0.757	UniRef:UniRef50_A0A8E1RNN9
contig_1	cds	1615625	1617637	+	EEGGAC_01643	783.0	1.2e-277	0.982	0.896	0.632	UniRef:UniRef50_P76186
contig_1	cds	1617638	1618159	-	EEGGAC_01644	187.0	7.5e-59	0.936	0.814	0.562	UniRef:UniRef50_A0A8B3UM64
contig_1	cds	1618240	1619136	-	EEGGAC_01645	352.0	4.4e-120	1.013	0.956	0.589	UniRef:UniRef50_A0A5P9CR46
contig_1	cds	1619185	1619424	-	EEGGAC_01646	106.0	4.9e-30	1.0	0.940	0.582	UniRef:UniRef50_D3VD76
contig_1	cds	1619528	1620127	+	EEGGAC_01647	390.0	5.0e-141	1.0	1.0	0.970	BlastRules:WP_001032936
contig_1	cds	1620164	1621261	+	EEGGAC_01648	731.0	2.3e-270	1.0	1.0	1.0	BlastRules:WP_000093589
contig_1	cds	1621342	1621749	+	EEGGAC_01649	216.0	8.6e-72	0.963	0.956	0.792	UniRef:UniRef50_P44638
contig_1	cds	1621852	1622499	+	EEGGAC_01650	335.0	2.7e-116	0.991	0.986	0.770	UniRef:UniRef50_A0A316FMG5
contig_1	cds	1622592	1627208	+	EEGGAC_01651	2325.0	0.0	0.804	1.0	0.968	UniRef:UniRef50_A0A376P6B1
contig_1	cds	1627259	1627606	-	EEGGAC_01652	233.0	2.1e-81	1.0	1.0	1.0	BlastRules:WP_000108172
contig_1	cds	1627941	1628768	+	EEGGAC_01653	468.0	4.7e-169	1.0	1.015	0.975	BlastRules:WP_000101193
contig_1	cds	1628896	1629477	+	EEGGAC_01654	300.0	1.0e-102	0.995	0.824	0.740	UniRef:UniRef50_P0AGD3
contig_1	cds	1629623	1630792	-	EEGGAC_01655	402.0	3.0e-137	0.974	0.924	0.559	UniRef:UniRef50_A0A068QRE4
contig_1	ncRNA	1630955	1631345	-	EEGGAC_01656	396.2	3.0e-44	-	-	-	RFAM:RF02081
contig_1	cds	1630958	1631047	-	EEGGAC_01657	51.6	6.3e-12	1.0	1.0	1.0	BlastRules:WP_000102278
contig_1	cds	1631346	1632371	+	EEGGAC_01658	565.0	4.7e-202	1.0	0.838	0.821	UniRef:UniRef50_P0ACP7
contig_1	cds	1632368	1633300	-	EEGGAC_01659	563.0	1.9e-202	0.977	0.826	0.868	UniRef:UniRef50_A0A486DFK8
contig_1	cds	1633413	1634624	+	EEGGAC_01660	433.0	9.1e-149	0.963	0.911	0.598	UniRef:UniRef50_P37597
contig_1	cds	1634915	1636063	+	EEGGAC_01661	468.0	2.0e-163	1.042	0.990	0.558	UniRef:UniRef50_A0A2C6DN07
contig_1	cds	1636103	1636744	-	EEGGAC_01662	248.0	2.2e-82	0.939	0.966	0.620	UniRef:UniRef50_A0A143WTK8
contig_1	cds	1636959	1638332	+	EEGGAC_01663	871.0	0.0	1.0	1.0	0.998	BlastRules:WP_001174940
contig_1	cds	1638373	1639629	-	EEGGAC_01664	648.0	5.5e-233	0.998	0.935	0.971	UniRef:UniRef50_P77552
contig_1	tRNA	1639938	1640014	+	EEGGAC_01665	82.5	-	-	-	-	-
contig_1	tRNA	1640019	1640095	+	EEGGAC_01666	85.9	-	-	-	-	-
contig_1	ncRNA	1640057	1640219	-	EEGGAC_01667	112.1	7.2e-17	-	-	-	RFAM:RF02194
contig_1	cds	1640203	1640508	+	EEGGAC_01668	155.0	9.0e-49	0.960	0.951	0.753	UniRef:UniRef50_A0A0J2I9E1
contig_1	cds	1640634	1642238	+	EEGGAC_01669	1019.0	0.0	1.051	0.996	0.925	UniRef:UniRef50_P77148
contig_1	cds	1642250	1643014	-	EEGGAC_01670	107.0	1.2e-25	1.189	0.950	0.669	UniRef:UniRef50_A8AH61
contig_1	cds	1643066	1643851	-	EEGGAC_01671	524.0	2.4e-189	1.0	0.909	0.973	UniRef:UniRef50_P77409
contig_1	cds	1643848	1644516	-	EEGGAC_01672	375.0	1.8e-131	1.0	0.884	0.761	UniRef:UniRef50_P77375
