locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLECGONO_01224	CDS	804				hypothetical protein
OLECGONO_01225	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
OLECGONO_01226	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
OLECGONO_01227	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
OLECGONO_01228	CDS	537				hypothetical protein
OLECGONO_01229	CDS	861				hypothetical protein
OLECGONO_01230	CDS	291				hypothetical protein
OLECGONO_01231	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
OLECGONO_01232	CDS	759				hypothetical protein
OLECGONO_01233	CDS	108	yniD			putative protein YniD
OLECGONO_01234	CDS	1899				hypothetical protein
OLECGONO_01235	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
OLECGONO_01236	CDS	435	infC		COG0290	Translation initiation factor IF-3
OLECGONO_01237	CDS	198	rpmI		COG0291	50S ribosomal protein L35
OLECGONO_01238	CDS	357	rplT		COG0292	50S ribosomal protein L20
OLECGONO_01239	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OLECGONO_01240	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OLECGONO_01241	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
OLECGONO_01242	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
OLECGONO_01243	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
OLECGONO_01244	CDS	750	btuD	3.6.3.33	COG4138	Vitamin B12 import ATP-binding protein BtuD
OLECGONO_01245	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
OLECGONO_01246	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
OLECGONO_01247	CDS	1437				hypothetical protein
OLECGONO_01248	CDS	192	ydiE		COG4256	putative protein YdiE
OLECGONO_01249	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
OLECGONO_01250	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
OLECGONO_01251	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
OLECGONO_01252	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
OLECGONO_01253	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
OLECGONO_01254	CDS	1290		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OLECGONO_01255	CDS	939	fixB_1		COG2025	Protein FixB
OLECGONO_01256	CDS	786	fixA_1		COG2086	Protein FixA
OLECGONO_01257	CDS	177				hypothetical protein
OLECGONO_01258	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
OLECGONO_01259	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
OLECGONO_01260	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
OLECGONO_01261	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
OLECGONO_01262	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
OLECGONO_01263	CDS	1266	ydiN			Inner membrane transport protein YdiN
OLECGONO_01264	CDS	1215	ydiM			Inner membrane transport protein YdiM
OLECGONO_01265	CDS	357				hypothetical protein
OLECGONO_01266	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
OLECGONO_01267	CDS	3057			COG0247	putative protein
OLECGONO_01268	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
OLECGONO_01269	CDS	189				hypothetical protein
OLECGONO_01270	CDS	369	sufA		COG0316	Protein SufA
OLECGONO_01271	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
OLECGONO_01272	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
OLECGONO_01273	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
OLECGONO_01274	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
OLECGONO_01275	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
OLECGONO_01276	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
OLECGONO_01277	CDS	237	lpp_1		COG4238	Major outer membrane prolipoprotein Lpp
OLECGONO_01278	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
OLECGONO_01279	CDS	210	fumD	4.2.1.2		Fumarase D
OLECGONO_01280	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
OLECGONO_01281	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
OLECGONO_01282	CDS	639	ydhW			putative protein YdhW
OLECGONO_01283	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
OLECGONO_01284	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
OLECGONO_01285	CDS	765	ydhT			putative protein YdhT
OLECGONO_01286	CDS	1605				hypothetical protein
OLECGONO_01287	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
OLECGONO_01288	tRNA	77				tRNA-Val(gac)
OLECGONO_01289	tRNA	77				tRNA-Val(gac)
OLECGONO_01290	CDS	1257				putative autotransporter
OLECGONO_01291	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
OLECGONO_01292	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
OLECGONO_01293	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
OLECGONO_01294	CDS	1212	ydhC			Inner membrane transport protein YdhC
OLECGONO_01295	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
OLECGONO_01296	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
OLECGONO_01297	CDS	90	ynhF			putative protein YnhF
OLECGONO_01298	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
OLECGONO_01299	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
OLECGONO_01300	CDS	828	mepH_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
OLECGONO_01301	CDS	348	grxD		COG0278	Glutaredoxin 4
OLECGONO_01302	CDS	4617	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
OLECGONO_01303	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
OLECGONO_01304	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
OLECGONO_01305	CDS	1098	nemA	1.-.-.-	COG1902	N-ethylmaleimide reductase
OLECGONO_01306	CDS	600	nemR			HTH-type transcriptional repressor NemR
OLECGONO_01307	CDS	240				hypothetical protein
OLECGONO_01308	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
OLECGONO_01309	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
OLECGONO_01310	CDS	2013	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
OLECGONO_01311	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
OLECGONO_01312	CDS	237				hypothetical protein
OLECGONO_01313	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
OLECGONO_01314	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
OLECGONO_01315	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
OLECGONO_01316	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
OLECGONO_01317	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
OLECGONO_01318	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OLECGONO_01319	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
OLECGONO_01320	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
OLECGONO_01321	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
OLECGONO_01322	CDS	201				hypothetical protein
OLECGONO_01323	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
OLECGONO_01324	CDS	696	rsxE		COG4660	Electron transport complex subunit RsxE
OLECGONO_01325	CDS	621	rsxG		COG4659	Electron transport complex subunit RsxG
OLECGONO_01326	CDS	1059	rsxD		COG4658	Electron transport complex subunit RsxD
OLECGONO_01327	CDS	2223	rsxC		COG4656	Electron transport complex subunit RsxC
OLECGONO_01328	CDS	579	rsxB		COG2878	Electron transport complex subunit RsxB
OLECGONO_01329	CDS	582	rsxA		COG4657	Electron transport complex subunit RsxA
OLECGONO_01330	CDS	441	ydgK			Inner membrane protein YdgK
OLECGONO_01331	CDS	216	cnu			OriC-binding nucleoid-associated protein
OLECGONO_01332	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
OLECGONO_01333	CDS	1002		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
OLECGONO_01334	CDS	1173	malY		COG1168	Protein MalY
OLECGONO_01335	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
OLECGONO_01336	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
OLECGONO_01337	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
OLECGONO_01338	CDS	579	kstR2			HTH-type transcriptional repressor KstR2
OLECGONO_01339	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
OLECGONO_01340	CDS	1374	uidB		COG2211	Glucuronide carrier protein
OLECGONO_01341	CDS	1266	uidC			Membrane-associated protein UidC
OLECGONO_01342	CDS	1509	ydgA_1		COG5339	Protein YdgA
OLECGONO_01343	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
OLECGONO_01344	CDS	1647	fumA_1	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OLECGONO_01345	CDS	1329				hypothetical protein
OLECGONO_01346	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OLECGONO_01347	CDS	930	tus			DNA replication terminus site-binding protein
OLECGONO_01348	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
OLECGONO_01349	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
OLECGONO_01350	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
OLECGONO_01351	CDS	723	folM	1.5.1.-	COG1028	Dihydromonapterin reductase
OLECGONO_01352	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
OLECGONO_01353	CDS	945	ydgH			Protein YdgH
OLECGONO_01354	CDS	1533	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
OLECGONO_01355	CDS	1389	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
OLECGONO_01356	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
OLECGONO_01357	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
OLECGONO_01358	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
OLECGONO_01359	CDS	822				hypothetical protein
OLECGONO_01360	CDS	309	asr			Acid shock protein
OLECGONO_01361	CDS	1254	ynfM			Inner membrane transport protein YnfM
OLECGONO_01362	CDS	894	hcaR_2			Hca operon transcriptional activator HcaR
OLECGONO_01363	CDS	1221	mlc_2		COG1940	Protein mlc
OLECGONO_01364	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OLECGONO_01365	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
OLECGONO_01366	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
OLECGONO_01367	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OLECGONO_01368	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OLECGONO_01369	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
OLECGONO_01370	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
OLECGONO_01371	CDS	306	ynfD			putative protein YnfD
OLECGONO_01372	CDS	747				hypothetical protein
OLECGONO_01373	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
OLECGONO_01374	CDS	342				hypothetical protein
OLECGONO_01375	CDS	327				hypothetical protein
OLECGONO_01376	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
OLECGONO_01377	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
OLECGONO_01378	CDS	111				hypothetical protein
OLECGONO_01379	CDS	1281	intQ_1		COG0582	Putative defective protein IntQ
OLECGONO_01380	CDS	237				hypothetical protein
OLECGONO_01381	CDS	2472	recE_2	3.1.11.-		Exodeoxyribonuclease 8
OLECGONO_01382	CDS	192				hypothetical protein
OLECGONO_01383	CDS	981				hypothetical protein
OLECGONO_01384	CDS	135				hypothetical protein
OLECGONO_01385	CDS	576	ydfB			putative protein YdfB
OLECGONO_01386	CDS	156				hypothetical protein
OLECGONO_01387	CDS	459				hypothetical protein
OLECGONO_01388	CDS	228				hypothetical protein
OLECGONO_01389	CDS	522				hypothetical protein
OLECGONO_01390	CDS	966				hypothetical protein
OLECGONO_01391	CDS	402				hypothetical protein
OLECGONO_01392	CDS	1788				hypothetical protein
OLECGONO_01393	CDS	213	hokC_1			Toxic protein HokC
OLECGONO_01394	CDS	252				hypothetical protein
OLECGONO_01395	CDS	1050				hypothetical protein
OLECGONO_01396	CDS	753				hypothetical protein
OLECGONO_01397	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
OLECGONO_01398	CDS	216	cspB		COG1278	Cold shock-like protein CspB
OLECGONO_01399	CDS	120				hypothetical protein
OLECGONO_01400	CDS	207				hypothetical protein
OLECGONO_01401	CDS	288	ydfR_1			putative protein YdfR
OLECGONO_01402	CDS	534	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
OLECGONO_01403	CDS	498				hypothetical protein
OLECGONO_01404	CDS	213	cspJ			Cold shock-like protein CspJ
OLECGONO_01405	CDS	174	gnsA_1			Protein GnsA
OLECGONO_01406	CDS	411	ydfO_1		COG5562	putative protein YdfO
OLECGONO_01407	CDS	207				hypothetical protein
OLECGONO_01408	CDS	168				hypothetical protein
OLECGONO_01409	CDS	495				hypothetical protein
OLECGONO_01410	CDS	2103				hypothetical protein
OLECGONO_01411	CDS	213				hypothetical protein
OLECGONO_01412	CDS	1509				hypothetical protein
OLECGONO_01413	CDS	2028	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
OLECGONO_01414	CDS	324				hypothetical protein
OLECGONO_01415	CDS	276				hypothetical protein
OLECGONO_01416	CDS	579				hypothetical protein
OLECGONO_01417	CDS	402				hypothetical protein
OLECGONO_01418	CDS	744				hypothetical protein
OLECGONO_01419	CDS	387				hypothetical protein
OLECGONO_01420	CDS	318				hypothetical protein
OLECGONO_01421	CDS	3066				hypothetical protein
OLECGONO_01422	CDS	330				hypothetical protein
OLECGONO_01423	CDS	699				hypothetical protein
OLECGONO_01424	CDS	600				hypothetical protein
OLECGONO_01425	CDS	549				hypothetical protein
OLECGONO_01426	CDS	3399				hypothetical protein
OLECGONO_01427	CDS	600	ompX_1		COG3637	Outer membrane protein X
OLECGONO_01428	CDS	2916				hypothetical protein
OLECGONO_01429	CDS	576	tfaE_1			Prophage tail fiber assembly protein TfaE
OLECGONO_01430	CDS	591	pinR	3.1.22.-	COG1961	Serine recombinase PinR
OLECGONO_01431	CDS	234	ydfK_1			Cold shock protein YdfK
OLECGONO_01432	CDS	1284	proP_1			Proline/betaine transporter
OLECGONO_01433	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OLECGONO_01434	CDS	204	ydfZ			Putative selenoprotein YdfZ
OLECGONO_01435	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
OLECGONO_01436	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
OLECGONO_01437	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
OLECGONO_01438	CDS	393	ygiW_1		COG3111	Protein YgiW
OLECGONO_01439	CDS	891	dgcZ_1	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
OLECGONO_01440	CDS	96	yneM			putative protein YneM
OLECGONO_01441	CDS	1188				hypothetical protein
OLECGONO_01442	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
OLECGONO_01443	CDS	219				hypothetical protein
OLECGONO_01444	CDS	384	marA			Multiple antibiotic resistance protein MarA
OLECGONO_01445	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
OLECGONO_01446	CDS	666				hypothetical protein
OLECGONO_01447	CDS	1191	sotB		COG2814	Sugar efflux transporter
OLECGONO_01448	CDS	1116				hypothetical protein
OLECGONO_01449	CDS	876	gltR		COG0583	HTH-type transcriptional regulator GltR
OLECGONO_01450	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
OLECGONO_01451	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
OLECGONO_01452	CDS	360				hypothetical protein
OLECGONO_01453	CDS	1419	dgcQ_3	2.7.7.65		putative diguanylate cyclase DgcQ
OLECGONO_01454	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
OLECGONO_01455	CDS	795				hypothetical protein
OLECGONO_01456	CDS	759	tam_1	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
OLECGONO_01457	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
OLECGONO_01458	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
OLECGONO_01459	CDS	1023	lsrB_1			Autoinducer 2-binding protein LsrB
OLECGONO_01460	CDS	993	lsrD_1			Autoinducer 2 import system permease protein LsrD
OLECGONO_01461	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
OLECGONO_01462	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
OLECGONO_01463	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
OLECGONO_01464	CDS	1593	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
OLECGONO_01465	CDS	5421	icsA_1		COG3468	Outer membrane protein IcsA autotransporter
OLECGONO_01466	CDS	285	hipB		COG1396	Antitoxin HipB
OLECGONO_01467	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
OLECGONO_01468	CDS	111				hypothetical protein
OLECGONO_01469	CDS	900	pgrR_1			HTH-type transcriptional regulator PgrR
OLECGONO_01470	CDS	309				hypothetical protein
OLECGONO_01471	CDS	690	hchA_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase HchA
OLECGONO_01472	CDS	948	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
OLECGONO_01473	CDS	420				hypothetical protein
OLECGONO_01474	CDS	192				hypothetical protein
OLECGONO_01475	CDS	573	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
OLECGONO_01476	CDS	1020	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
OLECGONO_01477	CDS	711				hypothetical protein
OLECGONO_01478	CDS	804				hypothetical protein
OLECGONO_01479	CDS	564	fimA_1			Type-1 fimbrial protein, A chain
OLECGONO_01480	CDS	711	focC_1			Chaperone protein FocC
OLECGONO_01481	CDS	2652	fimD_1		COG3188	Outer membrane usher protein FimD
OLECGONO_01482	CDS	531	fimF_1			Protein FimF
OLECGONO_01483	CDS	504	fimG_1			Protein FimG
OLECGONO_01484	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
OLECGONO_01485	CDS	2280	ydeP		COG0243	Protein YdeP
OLECGONO_01486	CDS	234	safA			Two-component-system connector protein SafA
OLECGONO_01487	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
OLECGONO_01488	CDS	1683	betC_1	3.1.6.6	COG3119	Choline-sulfatase
OLECGONO_01489	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OLECGONO_01490	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
OLECGONO_01491	CDS	2373				hypothetical protein
OLECGONO_01492	CDS	2784	yhjJ_1		COG0612	Protein YhjJ
OLECGONO_01493	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
OLECGONO_01494	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
OLECGONO_01495	CDS	1320				hypothetical protein
OLECGONO_01496	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
OLECGONO_01497	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
OLECGONO_01498	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
OLECGONO_01499	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
OLECGONO_01500	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
OLECGONO_01501	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
OLECGONO_01502	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
OLECGONO_01503	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
OLECGONO_01504	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
OLECGONO_01505	CDS	216	bdm			Protein bdm
OLECGONO_01506	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
OLECGONO_01507	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
OLECGONO_01508	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
OLECGONO_01509	CDS	171				hypothetical protein
OLECGONO_01510	CDS	279	higB_1	3.1.-.-		Endoribonuclease HigB
OLECGONO_01511	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
OLECGONO_01512	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
OLECGONO_01513	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
OLECGONO_01514	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OLECGONO_01515	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OLECGONO_01516	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
OLECGONO_01517	CDS	1101	ompD_1			Outer membrane porin protein OmpD
OLECGONO_01518	CDS	1260		2.3.2.27	COG4886	putative E3 ubiquitin-protein ligase ipaH7.8
OLECGONO_01519	CDS	1257	slrP_1	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
OLECGONO_01520	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
OLECGONO_01521	CDS	3741	narZ	1.7.99.4	COG5013	Respiratory nitrate reductase 2 alpha chain
OLECGONO_01522	CDS	1545	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
OLECGONO_01523	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
OLECGONO_01524	CDS	681	narV	1.7.99.4	COG2181	Respiratory nitrate reductase 2 gamma chain
OLECGONO_01525	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
OLECGONO_01526	CDS	603				hypothetical protein
OLECGONO_01527	CDS	522				hypothetical protein
OLECGONO_01528	CDS	846	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
OLECGONO_01529	CDS	570	flr			Flavoredoxin
OLECGONO_01530	CDS	636				hypothetical protein
OLECGONO_01531	CDS	561				hypothetical protein
OLECGONO_01532	CDS	177				hypothetical protein
OLECGONO_01533	CDS	660				hypothetical protein
OLECGONO_01534	CDS	792				hypothetical protein
OLECGONO_01535	CDS	2406	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
OLECGONO_01536	CDS	285				hypothetical protein
OLECGONO_01537	CDS	618	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
OLECGONO_01538	CDS	1500	ansP2		COG1113	L-asparagine permease 2
OLECGONO_01539	CDS	1062	yncE_1		COG3391	putative protein YncE
OLECGONO_01540	CDS	2103	fecA_1		COG4772	Fe(3+) dicitrate transport protein FecA
OLECGONO_01541	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
OLECGONO_01542	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
OLECGONO_01543	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
OLECGONO_01544	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
OLECGONO_01545	CDS	234	ydcY			putative protein YdcY
OLECGONO_01546	CDS	174	ortT			Orphan toxin OrtT
OLECGONO_01547	CDS	198				hypothetical protein
OLECGONO_01548	CDS	810	vatD	2.3.1.-		Streptogramin A acetyltransferase
OLECGONO_01549	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
OLECGONO_01550	CDS	795	ydcV_1			Inner membrane ABC transporter permease protein YdcV
OLECGONO_01551	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
OLECGONO_01552	CDS	1014	potA_1	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OLECGONO_01553	CDS	1146	spuE		COG0687	Spermidine-binding periplasmic protein SpuE
OLECGONO_01554	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
OLECGONO_01555	CDS	438	hicB		COG1598	Antitoxin HicB
OLECGONO_01556	CDS	177	hicA	3.1.-.-		putative mRNA interferase toxin HicA
OLECGONO_01557	CDS	171				hypothetical protein
OLECGONO_01558	CDS	2004	ydcP_2	3.4.-.-	COG0826	putative protease YdcP
OLECGONO_01559	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
OLECGONO_01560	CDS	1173	ydcO		COG3135	Inner membrane protein YdcO
OLECGONO_01561	CDS	669				hypothetical protein
OLECGONO_01562	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
OLECGONO_01563	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
OLECGONO_01564	CDS	981	glmU_1	2.3.1.157		Bifunctional protein GlmU
OLECGONO_01565	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
OLECGONO_01566	CDS	225				hypothetical protein
OLECGONO_01567	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
OLECGONO_01568	CDS	1344			COG5383	putative protein
OLECGONO_01569	CDS	924	catM			HTH-type transcriptional regulator CatM
OLECGONO_01570	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
OLECGONO_01571	CDS	168				hypothetical protein
OLECGONO_01572	CDS	174				hypothetical protein
OLECGONO_01573	CDS	531	cybB		COG3038	Cytochrome b561
OLECGONO_01574	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
OLECGONO_01575	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
OLECGONO_01576	CDS	801	ydcF		COG1434	Protein YdcF
OLECGONO_01577	CDS	111				hypothetical protein
