# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	762064	764913	+	LBAHFK_00739	-	-	-	-	-	-
contig_1	ncRNA	764913	764989	+	LBAHFK_00740	64.4	4.8e-09	-	-	-	RFAM:RF02564
contig_1	ncRNA	765027	765103	+	LBAHFK_00741	84.4	1.1e-12	-	-	-	RFAM:RF02564
contig_1	ncRNA	765027	765103	-	LBAHFK_00742	62.1	1.2e-08	-	-	-	RFAM:RF02564
contig_1	cds	765113	765763	-	LBAHFK_00743	402.0	7.0e-145	1.0	1.0	0.968	VFDB:VFG049018
contig_1	cds	765780	768452	-	LBAHFK_00744	1503.0	0.0	1.0	0.930	0.867	UniRef:UniRef50_P39838
contig_1	ncRNA	768764	768857	-	LBAHFK_00745	116.9	1.3e-18	-	-	-	RFAM:RF00033
contig_1	cds	769191	770294	+	LBAHFK_00746	731.0	3.8e-270	1.0	1.0	0.981	BlastRules:WP_000865552
contig_1	cds	770406	771461	+	LBAHFK_00747	426.0	5.5e-147	1.151	0.964	0.584	UniRef:UniRef50_P0AB85
contig_1	cds	771535	772599	+	LBAHFK_00748	459.0	1.3e-160	0.997	0.959	0.643	UniRef:UniRef50_P26189
contig_1	cds	772599	773249	+	LBAHFK_00749	250.0	4.2e-83	0.981	1.029	0.585	UniRef:UniRef50_A0A085JH56
contig_1	cds	773325	774968	+	LBAHFK_00750	1055.0	0.0	1.0	1.0	0.995	BlastRules:WP_000422182
contig_1	cds	775186	776832	+	LBAHFK_00751	706.0	6.2e-251	0.953	0.819	0.674	UniRef:UniRef50_A4WCM3
contig_1	cds	776980	777468	-	LBAHFK_00752	283.0	3.1e-97	1.019	0.882	0.861	UniRef:UniRef50_Q8ZNH4
contig_1	cds	777603	777767	-	LBAHFK_00753	104.0	4.7e-30	0.907	0.875	0.939	UniRef:UniRef50_A0A9X0TW24
contig_1	cds	777876	778370	+	LBAHFK_00754	258.0	3.1e-87	0.988	0.802	0.728	UniRef:UniRef50_P0AAL0
contig_1	cds	778360	778623	+	LBAHFK_00755	163.0	2.2e-52	0.977	0.833	1.0	UniRef:UniRef50_P0A9I5
contig_1	cds	778620	781106	+	LBAHFK_00756	1230.0	0.0	1.0	0.808	0.705	UniRef:UniRef50_P33937
contig_1	cds	781113	781808	+	LBAHFK_00757	383.0	1.9e-134	0.935	0.844	0.912	UniRef:UniRef50_C9QGG8
contig_1	cds	781795	782658	+	LBAHFK_00758	322.0	2.3e-108	1.115	0.997	0.506	UniRef:UniRef50_P33934
contig_1	cds	782655	783104	+	LBAHFK_00759	206.0	3.2e-67	1.114	0.965	0.590	UniRef:UniRef50_A0A0U3TGA1
contig_1	cds	783114	783716	+	LBAHFK_00760	269.0	1.4e-90	0.960	0.901	0.620	UniRef:UniRef50_P44655
contig_1	cds	783735	784352	+	LBAHFK_00761	266.0	6.5e-90	0.995	1.140	0.672	UniRef:UniRef50_A0A377D0T6
contig_1	cds	784349	785011	+	LBAHFK_00762	183.0	3.3e-56	0.932	0.858	0.517	UniRef:UniRef50_A0A836S8T1
contig_1	cds	785053	785790	+	LBAHFK_00763	500.0	6.0e-183	1.0	1.0	1.0	BlastRules:WP_001295447
contig_1	cds	785787	785996	+	LBAHFK_00764	98.2	4.9e-27	1.014	0.854	0.771	UniRef:UniRef50_P0ABM5
contig_1	cds	785993	786472	+	LBAHFK_00765	268.0	4.8e-92	0.849	0.900	1.0	UniRef:UniRef50_A0A2X3JV19
contig_1	cds	786469	788412	+	LBAHFK_00766	1264.0	0.0	1.0	1.0	0.997	BlastRules:WP_000982447
contig_1	cds	788409	788966	+	LBAHFK_00767	237.0	1.6e-78	0.978	0.948	0.591	UniRef:UniRef50_A0A318G2B8
contig_1	cds	788963	790015	+	LBAHFK_00768	676.0	9.1e-249	1.0	1.0	0.991	BlastRules:WP_001211575
contig_1	cds	790050	790697	-	LBAHFK_00769	371.0	4.5e-130	1.0	0.824	0.888	UniRef:UniRef50_P31802
contig_1	cds	791017	793608	+	LBAHFK_00770	1496.0	0.0	1.0	1.0	0.964	BlastRules:WP_000554210
contig_1	tRNA	793711	793787	-	LBAHFK_00771	67.3	-	-	-	-	-
contig_1	cds	793862	795622	-	LBAHFK_00772	673.0	8.5e-238	1.034	1.007	0.564	UniRef:UniRef50_P0AD27
contig_1	cds	795642	795869	-	LBAHFK_00773	121.0	5.2e-36	1.0	0.862	0.840	UniRef:UniRef50_P0AD24
contig_1	cds	796051	797058	+	LBAHFK_00774	356.0	8.9e-121	0.991	0.943	0.560	UniRef:UniRef50_P33920
contig_1	cds	797197	797481	-	LBAHFK_00775	-	-	-	-	-	-
contig_1	ncRNA-region	797503	797528	-	-	47.0	2.1e-08	-	-	-	RFAM:RF03131
contig_1	cds	797606	799366	-	LBAHFK_00776	965.0	0.0	0.829	0.996	0.951	UniRef:UniRef50_A0A485C186
contig_1	cds	799516	800211	+	LBAHFK_00777	476.0	3.9e-171	1.0	0.862	1.0	UniRef:UniRef50_P0AA43
contig_1	cds	800239	801429	+	LBAHFK_00778	749.0	3.6e-276	1.0	1.0	0.997	BlastRules:WP_000213361
contig_1	cds	801762	802106	+	LBAHFK_00779	-	-	-	-	-	-
contig_1	cds	802110	803699	-	LBAHFK_00780	808.0	1.4e-294	0.807	1.0	0.991	UniRef:UniRef50_A0A377CBZ7
contig_1	cds	803701	804726	-	LBAHFK_00781	479.0	2.5e-168	0.994	0.860	0.667	UniRef:UniRef50_P33915
contig_1	cds	804726	805820	-	LBAHFK_00782	553.0	9.6e-198	0.863	0.837	0.895	UniRef:UniRef50_A0A4U9D2T2
contig_1	cds	805821	807635	-	LBAHFK_00783	830.0	4.5e-298	0.974	0.876	0.663	UniRef:UniRef50_P33913
contig_1	cds	807717	809273	-	LBAHFK_00784	623.0	6.5e-220	0.994	0.947	0.594	UniRef:UniRef50_P76446
contig_1	cds	809454	810020	-	LBAHFK_00785	260.0	2.3e-87	1.0	0.913	0.691	UniRef:UniRef50_P0AFV4
contig_1	cds	810432	811145	-	LBAHFK_00786	461.0	8.2e-168	1.0	1.0	0.996	BlastRules:WP_000594599
contig_1	cds	811184	812170	-	LBAHFK_00787	654.0	8.0e-241	1.0	1.0	0.985	BlastRules:WP_000198828
contig_1	cds	812288	813754	-	LBAHFK_00788	611.0	2.6e-216	0.975	0.944	0.628	UniRef:UniRef50_E0SMJ7
contig_1	cds	813977	814549	-	LBAHFK_00789	370.0	2.7e-130	1.0	0.805	0.979	UniRef:UniRef50_Q83KE6
contig_1	cds	814704	814958	+	LBAHFK_00790	101.0	8.1e-28	0.940	0.823	0.582	UniRef:UniRef50_A0A2K4X8F0
contig_1	cds	814955	816136	-	LBAHFK_00791	686.0	4.5e-249	1.0	0.938	0.873	UniRef:UniRef50_P33027
contig_1	cds	816504	817634	+	LBAHFK_00792	706.0	8.9e-260	1.0	1.0	1.0	BlastRules:WP_000487246
contig_1	cds	817634	818572	+	LBAHFK_00793	527.0	1.2e-188	1.096	1.0	0.787	UniRef:UniRef50_A0A077NC40
contig_1	cds	818589	820280	+	LBAHFK_00794	862.0	3.1e-311	1.002	0.806	0.892	UniRef:UniRef50_P20966
contig_1	cds	820704	821645	+	LBAHFK_00795	610.0	2.6e-221	0.987	0.844	0.990	UniRef:UniRef50_P30235
contig_1	cds	821633	822571	+	LBAHFK_00796	578.0	1.2e-211	1.0	1.0	0.978	BlastRules:WP_001292460
contig_1	cds	822665	823915	+	LBAHFK_00797	488.0	3.4e-170	1.007	0.998	0.632	UniRef:UniRef50_V2TRI0
contig_1	cds	823983	824681	-	LBAHFK_00798	449.0	7.0e-161	0.996	0.924	0.965	UniRef:UniRef50_P0A9E9
contig_1	cds	824811	825752	+	LBAHFK_00799	632.0	3.2e-230	1.0	0.940	0.987	UniRef:UniRef50_P33022
contig_1	cds	825852	827102	+	LBAHFK_00800	489.0	8.5e-171	1.007	0.998	0.632	UniRef:UniRef50_V2TRI0
contig_1	cds	827209	828297	-	LBAHFK_00801	679.0	9.6e-247	1.127	1.0	0.870	UniRef:UniRef50_P33020
contig_1	cds	828300	829157	-	LBAHFK_00802	501.0	5.9e-180	1.0	0.997	0.856	UniRef:UniRef50_A0A451DK09
contig_1	cds	829231	830280	-	LBAHFK_00803	363.0	7.7e-123	0.908	0.807	0.618	UniRef:UniRef50_Q8ZGJ0
contig_1	cds	830379	831260	+	LBAHFK_00804	520.0	5.7e-187	0.980	0.970	0.913	UniRef:UniRef50_A8AE68
contig_1	cds	831465	832934	+	LBAHFK_00805	963.0	0.0	1.0	1.0	0.998	BlastRules:WP_000253273
contig_1	cds	833227	835206	+	LBAHFK_00806	1335.0	0.0	1.006	0.911	0.986	UniRef:UniRef50_P17315
contig_1	cds	835238	836074	-	LBAHFK_00807	582.0	5.3e-214	1.0	1.0	0.993	BlastRules:WP_000425438
contig_1	cds	836332	837000	+	LBAHFK_00808	266.0	1.2e-88	0.982	0.883	0.633	UniRef:UniRef50_A0A516H9J4
contig_1	cds	837017	838165	+	LBAHFK_00809	646.0	1.5e-234	0.877	0.985	0.979	UniRef:UniRef50_Q32EN7
contig_1	cds	838307	839347	+	LBAHFK_00810	494.0	8.1e-175	0.983	0.914	0.738	UniRef:UniRef50_P25748
contig_1	cds	839627	840625	+	LBAHFK_00811	571.0	3.7e-205	1.0	0.888	0.855	UniRef:UniRef50_P0AEE5
contig_1	cds	840686	842206	+	LBAHFK_00812	732.0	5.0e-263	0.990	0.896	0.739	UniRef:UniRef50_P0AAG8
contig_1	cds	842222	843232	+	LBAHFK_00813	516.0	3.0e-184	0.839	0.895	0.972	UniRef:UniRef50_A0A447R1S8
contig_1	cds	843303	844538	-	LBAHFK_00814	447.0	3.3e-154	0.959	0.918	0.558	UniRef:UniRef50_B7LAG7
contig_1	cds	844532	845770	-	LBAHFK_00815	803.0	4.1e-297	1.0	1.0	0.981	BlastRules:WP_001136389
contig_1	cds	846089	846328	-	LBAHFK_00816	150.0	1.6e-47	0.911	0.935	0.986	UniRef:UniRef50_A0A2X1PWQ4
contig_1	cds	846331	847050	-	LBAHFK_00817	438.0	1.8e-156	0.916	0.909	1.0	UniRef:UniRef50_A0A151UJ27
contig_1	cds	847200	848084	-	LBAHFK_00818	326.0	7.6e-110	1.139	0.997	0.549	UniRef:UniRef50_P0ABF6
contig_1	cds	848214	848909	-	LBAHFK_00819	307.0	2.4e-104	0.965	0.845	0.731	UniRef:UniRef50_P0AD19
contig_1	cds	848906	849304	-	LBAHFK_00820	228.0	1.6e-76	0.970	0.853	0.898	UniRef:UniRef50_P60632
contig_1	cds	849543	850490	+	LBAHFK_00821	543.0	1.8e-194	0.984	0.827	0.871	UniRef:UniRef50_P33371
contig_1	cds	851170	852606	+	LBAHFK_00822	482.0	5.9e-166	0.973	0.939	0.529	UniRef:UniRef50_E3GC31
contig_1	cds	852659	853420	+	LBAHFK_00823	243.0	3.0e-78	0.957	0.826	0.517	UniRef:UniRef50_A0A238X7X7
contig_1	cds	853539	854117	-	LBAHFK_00824	383.0	1.6e-135	1.0	0.800	0.974	UniRef:UniRef50_P33366
contig_1	cds	854287	854874	+	LBAHFK_00825	220.0	5.2e-71	0.979	0.806	0.550	UniRef:UniRef50_F2K0D4
contig_1	ncRNA-region	854963	855043	+	-	72.9	5.7e-13	-	-	-	RFAM:RF03039
contig_1	cds	855048	855980	+	LBAHFK_00826	477.0	2.6e-169	1.023	0.975	0.789	UniRef:UniRef50_A7MHL9
contig_1	cds	856018	857733	-	LBAHFK_00827	1132.0	0.0	1.014	0.895	0.972	UniRef:UniRef50_P06149
contig_1	cds	857959	860226	+	LBAHFK_00828	1383.0	0.0	0.999	0.952	0.914	UniRef:UniRef50_A0AAE4DJP3
contig_1	cds	860375	861292	+	LBAHFK_00829	570.0	2.3e-208	1.0	1.0	0.974	BlastRules:WP_001130308
contig_1	cds	861299	862456	+	LBAHFK_00830	702.0	4.2e-258	1.0	1.0	0.982	BlastRules:WP_000220837
contig_1	cds	862449	863375	+	LBAHFK_00831	588.0	9.8e-216	1.0	1.0	0.977	BlastRules:WP_000569315
contig_1	cds	863380	864111	+	LBAHFK_00832	433.0	2.5e-156	1.0	1.0	0.984	BlastRules:WP_000783123
contig_1	cds	864092	864199	-	LBAHFK_00833	56.2	1.9e-11	1.0	0.814	0.857	UniRef:UniRef50_Q2EES6
contig_1	cds	864259	864990	-	LBAHFK_00834	369.0	3.1e-128	1.0	0.810	0.720	UniRef:UniRef50_P33358
contig_1	cds	865212	866897	+	LBAHFK_00835	1077.0	0.0	1.0	1.0	0.998	BlastRules:WP_001295431
contig_1	cds	866894	867613	+	LBAHFK_00836	338.0	1.5e-116	0.987	0.933	0.691	UniRef:UniRef50_P0AFT5
contig_1	cds	867660	868130	+	LBAHFK_00837	248.0	4.4e-84	1.0	1.0	0.776	UniRef:UniRef50_A0A0H2V0J0
contig_1	cds	868172	868633	-	LBAHFK_00838	288.0	1.6e-99	1.0	0.911	0.987	UniRef:UniRef50_P33354
contig_1	cds	868758	870758	-	LBAHFK_00839	1274.0	0.0	1.002	0.895	0.958	UniRef:UniRef50_P33353
contig_1	cds	870755	871891	-	LBAHFK_00840	680.0	6.9e-248	0.947	1.0	0.966	UniRef:UniRef50_A0A485JCA9
contig_1	cds	871884	874163	-	LBAHFK_00841	1457.0	0.0	1.0	0.931	0.958	UniRef:UniRef50_P33349
contig_1	cds	874174	875262	-	LBAHFK_00842	409.0	2.1e-140	1.011	0.913	0.596	UniRef:UniRef50_A0A4R5C9E1
contig_1	ncRNA	875374	875449	-	LBAHFK_00843	101.3	2.6e-17	-	-	-	RFAM:RF02083
contig_1	cds	875695	875784	+	LBAHFK_00844	-	-	-	-	-	-
contig_1	ncRNA	875984	876057	-	LBAHFK_00845	91.8	2.2e-15	-	-	-	RFAM:RF02083
contig_1	cds	876303	876392	+	LBAHFK_00846	-	-	-	-	-	-
contig_1	cds	876446	876751	-	LBAHFK_00847	163.0	6.4e-52	1.040	0.991	0.781	UniRef:UniRef50_A0A7L6LAJ5
contig_1	cds	876812	880444	-	LBAHFK_00848	1857.0	0.0	0.812	0.996	0.939	UniRef:UniRef50_A0A2H4TY04
contig_1	cds	880454	884215	-	LBAHFK_00849	1786.0	0.0	0.978	0.886	0.741	UniRef:UniRef50_P33345
contig_1	cds	884228	885781	-	LBAHFK_00850	591.0	4.0e-206	1.004	0.817	0.601	UniRef:UniRef50_A0A370V8Z0
contig_1	cds	885991	887319	+	LBAHFK_00851	896.0	0.0	1.0	1.0	1.0	IS:IS4
contig_1	cds	887316	889463	-	LBAHFK_00852	1123.0	0.0	0.996	0.990	0.787	UniRef:UniRef50_A0A376WXU8
contig_1	cds	889604	891637	-	LBAHFK_00853	1161.0	0.0	1.0	1.003	0.827	UniRef:UniRef50_A5CWL9
contig_1	cds	891769	892878	+	LBAHFK_00854	593.0	6.8e-212	1.0	0.807	0.797	UniRef:UniRef50_Q8ZNN5
contig_1	cds	893141	893422	+	LBAHFK_00855	181.0	3.5e-59	1.0	0.845	0.935	UniRef:UniRef50_P33344
contig_1	cds	893717	894259	+	LBAHFK_00856	328.0	8.7e-115	0.972	0.897	0.966	UniRef:UniRef50_P33343
contig_1	cds	894340	895014	+	LBAHFK_00857	390.0	1.0e-137	1.0	0.933	0.871	UniRef:UniRef50_A0A0F6RFG4
contig_1	cds	895030	897510	+	LBAHFK_00858	1272.0	0.0	1.0	1.001	0.737	UniRef:UniRef50_A0A2X1MNA2
contig_1	cds	897526	898560	+	LBAHFK_00859	534.0	5.8e-191	1.0	1.0	0.826	UniRef:UniRef50_A0A5R8UG60
contig_1	cds	898642	898980	-	LBAHFK_00860	229.0	5.7e-80	1.0	1.0	0.982	BlastRules:WP_000153067
contig_1	cds	899199	900023	-	LBAHFK_00861	469.0	8.8e-170	1.0	1.0	0.978	BlastRules:WP_000134636
contig_1	cds	900144	900416	+	LBAHFK_00862	94.0	1.2e-24	1.022	0.836	0.543	UniRef:UniRef50_P55757
contig_1	ncRNA-region	900508	900604	+	-	71.8	1.4e-11	-	-	-	RFAM:RF00059
contig_1	cds	900639	901427	+	LBAHFK_00863	311.0	8.0e-105	1.202	0.981	0.581	UniRef:UniRef50_P76423
contig_1	cds	901424	902224	+	LBAHFK_00864	475.0	2.5e-172	1.0	1.0	0.902	BlastRules:WP_001188957
contig_1	cds	902289	903107	+	LBAHFK_00865	507.0	5.2e-182	0.974	0.869	0.936	UniRef:UniRef50_Q8X7H0
contig_1	cds	903159	903905	+	LBAHFK_00866	475.0	3.7e-170	0.980	0.835	1.0	UniRef:UniRef50_P0ACM5
contig_1	cds	903879	904844	-	LBAHFK_00867	469.0	4.7e-166	0.972	0.984	0.737	UniRef:UniRef50_A0A5P9BDU0
contig_1	cds	904841	905845	-	LBAHFK_00868	510.0	1.1e-181	0.997	0.994	0.745	UniRef:UniRef50_F5NWW3
contig_1	cds	905842	907119	-	LBAHFK_00869	766.0	1.1e-279	1.005	0.966	0.902	UniRef:UniRef50_P76417
contig_1	cds	907376	908428	+	LBAHFK_00870	509.0	1.1e-181	0.814	0.956	0.891	UniRef:UniRef50_A0A3S4I2S9
contig_1	cds	908656	909510	+	LBAHFK_00871	555.0	1.9e-203	1.0	1.0	0.993	BlastRules:WP_001307281
contig_1	cds	909539	910801	+	LBAHFK_00872	786.0	6.1e-287	0.952	0.820	0.980	UniRef:UniRef50_P0C8J8
contig_1	cds	910811	911263	+	LBAHFK_00873	291.0	1.1e-100	0.987	0.804	0.993	UniRef:UniRef50_P69828
contig_1	cds	911294	911578	+	LBAHFK_00874	152.0	7.4e-48	0.926	0.870	0.816	UniRef:UniRef50_A0A377BAC3
contig_1	cds	911582	912937	+	LBAHFK_00875	486.0	4.0e-168	0.945	0.908	0.554	UniRef:UniRef50_A0A090S1W7
contig_1	cds	912985	914025	+	LBAHFK_00876	460.0	6.8e-161	0.977	0.871	0.663	UniRef:UniRef50_P0A9S3
contig_1	cds	914125	914904	+	LBAHFK_00877	284.0	1.1e-94	1.004	0.967	0.592	UniRef:UniRef50_A0A659QSE0
contig_1	cds	914986	915885	-	LBAHFK_00878	404.0	1.4e-140	0.997	0.887	0.671	UniRef:UniRef50_P76407
contig_1	cds	916291	916608	+	LBAHFK_00879	205.0	1.4e-68	0.990	0.945	0.962	UniRef:UniRef50_A0A376KT80
contig_1	ncRNA	916771	916856	-	LBAHFK_00880	100.8	1.4e-15	-	-	-	RFAM:RF00112
contig_1	cds	916939	918300	-	LBAHFK_00881	576.0	5.6e-203	1.049	0.913	0.625	UniRef:UniRef50_P76403
contig_1	cds	918447	918779	-	LBAHFK_00882	207.0	8.5e-69	1.0	0.840	1.0	UniRef:UniRef50_Q83KI3
contig_1	cds	918970	919692	-	LBAHFK_00883	341.0	4.8e-118	0.996	0.984	0.732	UniRef:UniRef50_A0A169GQR6
contig_1	cds	919689	921092	-	LBAHFK_00884	660.0	1.1e-235	1.137	1.0	0.659	UniRef:UniRef50_P30847
contig_1	cds	921089	921658	-	LBAHFK_00885	-	-	-	-	-	-
contig_1	cds	921655	922503	-	LBAHFK_00886	258.0	2.9e-84	0.855	0.880	0.544	UniRef:UniRef50_A0A8S0H7T3
contig_1	cds	922504	925581	-	LBAHFK_00887	1903.0	0.0	1.0	1.0	0.996	BlastRules:WP_000667481
contig_1	cds	925582	928704	-	LBAHFK_00888	1903.0	0.0	1.0	1.0	0.997	BlastRules:WP_001197805
contig_1	cds	928704	929951	-	LBAHFK_00889	761.0	2.1e-280	1.0	1.0	1.0	BlastRules:WP_000678822
contig_1	cds	930121	930267	-	LBAHFK_00890	-	-	-	-	-	-
contig_1	ncRNA	930215	930357	-	LBAHFK_00891	142.1	3.9e-23	-	-	-	RFAM:RF00113
contig_1	ncRNA	930544	930692	-	LBAHFK_00892	149.6	1.8e-24	-	-	-	RFAM:RF00113
contig_1	sorf	930559	930618	+	LBAHFK_00893	38.9	3.4e-10	1.0	1.0	1.0	UniRef:UniRef50_C1P607
contig_1	cds	930839	931498	+	LBAHFK_00894	273.0	3.8e-91	0.991	0.816	0.613	UniRef:UniRef50_P76396
contig_1	cds	931576	932256	+	LBAHFK_00895	-	-	-	-	-	-
contig_1	cds	932253	934193	+	LBAHFK_00896	1220.0	0.0	0.994	0.991	0.950	BlastRules:WP_000856081
contig_1	cds	934206	935558	-	LBAHFK_00897	753.0	3.5e-273	1.0	0.924	0.838	UniRef:UniRef50_P36928
contig_1	cds	935692	936021	+	LBAHFK_00898	-	-	-	-	-	-
contig_1	cds	936038	936535	+	LBAHFK_00899	-	-	-	-	-	-
contig_1	cds	936646	939963	-	LBAHFK_00900	1452.0	0.0	1.004	0.982	0.655	UniRef:UniRef50_P38097
contig_1	cds	940087	941067	+	LBAHFK_00901	649.0	6.6e-239	1.0	1.0	0.994	IS:ISKpn26
contig_1	cds	941481	942122	+	LBAHFK_00902	226.0	2.3e-73	0.948	0.910	0.530	UniRef:UniRef50_A0A2U8BRX9
contig_1	cds	942214	942795	+	LBAHFK_00903	333.0	3.3e-116	0.902	0.802	0.954	UniRef:UniRef50_P28248
contig_1	cds	942817	944670	+	LBAHFK_00904	1136.0	0.0	1.206	1.0	0.821	UniRef:UniRef50_A0A1M0W3U0
contig_1	cds	944723	945013	-	LBAHFK_00905	128.0	5.0e-38	1.0	0.835	0.635	UniRef:UniRef50_G7LLL3
contig_1	cds	945003	945341	-	LBAHFK_00906	126.0	5.5e-37	0.911	0.803	0.559	UniRef:UniRef50_A0A1Z5HEJ3
contig_1	cds	945416	946999	-	LBAHFK_00907	953.0	0.0	0.975	0.905	0.986	UniRef:UniRef50_P76389
contig_1	ncRNA-region	947441	947479	+	-	57.4	6.3e-12	-	-	-	RFAM:RF01707
contig_1	cds	947658	948797	+	LBAHFK_00908	754.0	1.0e-278	1.0	1.0	1.0	BlastRules:WP_000978094
contig_1	cds	948803	949246	+	LBAHFK_00909	170.0	3.8e-53	0.973	0.841	0.580	UniRef:UniRef50_P0AAB2
contig_1	cds	949249	951411	+	LBAHFK_00910	1358.0	0.0	1.0	0.829	0.994	UniRef:UniRef50_P76387
contig_1	cds	951540	952379	+	LBAHFK_00911	345.0	1.5e-117	1.007	0.839	0.601	UniRef:UniRef50_P77414
contig_1	cds	952382	952870	+	LBAHFK_00912	-	-	-	-	-	-
contig_1	cds	952867	954084	+	LBAHFK_00913	804.0	5.4e-295	1.086	1.0	0.914	UniRef:UniRef50_P71237
contig_1	cds	954059	955279	+	LBAHFK_00914	717.0	9.1e-261	1.091	0.996	0.889	UniRef:UniRef50_P71238
contig_1	cds	955360	956106	+	LBAHFK_00915	466.0	9.3e-167	1.109	1.0	0.865	UniRef:UniRef50_P71239
contig_1	cds	956122	956670	+	LBAHFK_00916	374.0	4.9e-135	1.0	1.0	0.989	BlastRules:WP_001153547
contig_1	cds	956697	957818	+	LBAHFK_00917	638.0	7.3e-232	0.853	0.972	1.0	UniRef:UniRef50_A0A447PET5
contig_1	cds	957821	958786	+	LBAHFK_00918	651.0	5.4e-240	1.0	1.0	0.997	BlastRules:WP_000043654
contig_1	cds	958786	959268	+	LBAHFK_00919	322.0	4.9e-115	0.994	1.0	0.981	BlastRules:WP_001393539
contig_1	cds	959265	960488	+	LBAHFK_00920	714.0	3.1e-262	1.0	1.0	0.867	BlastRules:WP_000699632
contig_1	cds	960491	961927	+	LBAHFK_00921	876.0	0.0	1.0	0.996	0.910	BlastRules:WP_000605938
contig_1	ncRNA-region	962066	962115	+	-	77.4	9.0e-14	-	-	-	RFAM:RF02929
contig_1	cds	962120	963490	+	LBAHFK_00922	918.0	0.0	1.0	1.0	0.993	BlastRules:WP_000164218
contig_1	cds	963545	964939	+	LBAHFK_00923	931.0	0.0	1.0	0.989	0.998	UniRef:UniRef50_P71241
contig_1	cds	964941	966419	+	LBAHFK_00924	890.0	0.0	1.0	1.0	0.994	BlastRules:WP_000058424
contig_1	ncRNA	966505	966575	-	LBAHFK_00925	81.9	3.0e-12	-	-	-	RFAM:RF02564
contig_1	ncRNA	966601	966671	-	LBAHFK_00926	79.7	7.6e-12	-	-	-	RFAM:RF02564
contig_1	cds	966791	968071	+	LBAHFK_00927	832.0	4.2e-305	0.998	0.904	0.991	UniRef:UniRef50_Q46637
contig_1	cds	968068	969288	+	LBAHFK_00928	774.0	2.1e-283	1.059	1.0	0.928	UniRef:UniRef50_P71243
contig_1	cds	969299	970693	+	LBAHFK_00929	713.0	2.4e-257	0.994	0.956	0.748	UniRef:UniRef50_P71244
contig_1	cds	970851	971846	+	LBAHFK_00930	664.0	1.1e-244	1.0	1.0	1.0	BlastRules:WP_000999466
contig_1	cds	972089	972982	+	LBAHFK_00931	580.0	6.6e-213	1.0	1.0	1.0	BlastRules:WP_000183060
contig_1	cds	973199	974113	+	LBAHFK_00932	597.0	5.8e-217	1.003	1.0	0.997	UniRef:UniRef50_U3GLQ7
contig_1	ncRNA-region	973243	973281	+	-	62.5	4.6e-13	-	-	-	RFAM:RF01707
contig_1	cds	974115	975881	+	LBAHFK_00933	713.0	9.1e-254	1.0	1.0	0.616	UniRef:UniRef50_A0A5Y1Y3X0
contig_1	cds	975885	976757	+	LBAHFK_00934	511.0	1.7e-183	0.890	0.869	0.992	UniRef:UniRef50_A0A0B5CRC7
contig_1	cds	976757	977935	+	LBAHFK_00935	731.0	2.4e-267	1.0	1.0	1.0	UniRef:UniRef50_U3GJY6
contig_1	cds	977886	978911	+	LBAHFK_00936	673.0	4.8e-246	1.0	0.997	1.0	UniRef:UniRef50_A0A1A9PHX4
contig_1	cds	978892	980070	+	LBAHFK_00937	662.0	1.5e-239	0.923	0.892	1.0	UniRef:UniRef50_A0A0B5CLL7
contig_1	cds	980093	980533	+	LBAHFK_00938	271.0	1.9e-93	1.048	1.0	0.954	UniRef:UniRef50_A0A0B5CLC1
contig_1	cds	980584	980859	+	LBAHFK_00939	188.0	2.6e-64	1.0	1.0	1.0	IS:IS1A
contig_1	cds	980904	981281	+	LBAHFK_00940	250.0	1.6e-85	0.984	0.837	0.992	UniRef:UniRef50_A0A899NDL5
contig_1	cds	981668	983074	+	LBAHFK_00941	880.0	0.0	1.0	1.0	0.944	VFDB:VFG048830
contig_1	cds	983323	984489	+	LBAHFK_00942	572.0	2.6e-205	0.884	1.0	0.828	UniRef:UniRef50_K1E640
contig_1	cds	984636	985616	+	LBAHFK_00943	551.0	7.4e-198	1.0	0.903	0.893	UniRef:UniRef50_P76372
contig_1	cds	985713	986324	-	LBAHFK_00944	255.0	5.0e-85	1.0	0.949	0.626	UniRef:UniRef50_A0A0B6CTZ6
contig_1	cds	986318	987094	-	LBAHFK_00945	310.0	6.5e-105	1.109	0.993	0.573	UniRef:UniRef50_Q9PM72
contig_1	cds	987076	987813	-	LBAHFK_00946	363.0	3.2e-127	0.812	0.926	0.930	UniRef:UniRef50_A0A2X1Q5A9
contig_1	cds	987813	988403	-	LBAHFK_00947	265.0	9.7e-89	1.046	0.899	0.693	UniRef:UniRef50_W0LHS5
contig_1	cds	988403	989470	-	LBAHFK_00948	681.0	7.8e-248	0.938	0.804	0.994	UniRef:UniRef50_Q9S5G5
contig_1	cds	989470	990540	-	LBAHFK_00949	602.0	7.2e-216	1.228	0.991	0.725	UniRef:UniRef50_P06986
contig_1	cds	990537	991841	-	LBAHFK_00950	496.0	2.1e-172	1.051	0.981	0.592	UniRef:UniRef50_Q492K3
contig_1	cds	991847	992746	-	LBAHFK_00951	473.0	6.2e-169	0.823	1.004	0.996	UniRef:UniRef50_A0A380A8Q4
contig_1	ncRNA-region	992793	992916	-	-	131.7	6.4e-21	-	-	-	RFAM:RF00514
